Student_ID,Gender,Age,District,School_Type,Study_Hours_per_Week,Attendance,Parent_Education,Family_Income_BDT,Internet_Access,Private_Tuition,Previous_GPA,SSC_Result,HSC_Result
298,Male,15,Sylhet,Private,13,85,Graduate,33382,No,No,4.19,4.27,3.11
299,Male,15,Sylhet,Private,7,99,Higher Secondary,59767,No,Yes,4.44,4.22,3.79
300,Female,16,Mymensingh,Public,17,64,Primary,32394,No,No,4.24,4.75,3.02
301,Male,17,Dhaka,Private,19,80,Secondary,12253,No,Yes,3.16,4.63,3.02
302,Male,18,Khulna,Private,22,73,Secondary,47710,No,No,3.44,4.23,2.79
303,Male,17,Sylhet,Public,23,63,Graduate,55098,No,No,3.5,3.67,2.04
304,Female,16,Khulna,Public,5,82,Secondary,10864,Yes,No,4.66,3.67,2.99
305,Female,16,Dhaka,Private,10,79,Graduate,44036,No,Yes,3.93,4.7,3.41
306,Male,17,Khulna,Public,27,74,Primary,50222,No,Yes,3.97,4.29,3.13
307,Female,18,Chattogram,Private,6,88,Secondary,23666,No,Yes,4.87,4.22,3.24
308,Female,18,Rajshahi,Public,28,67,Graduate,30955,No,Yes,4.27,4.52,3.84
309,Female,15,Rangpur,Public,18,78,Higher Secondary,55138,Yes,Yes,4.8,4.79,3.15
310,Female,18,Sylhet,Private,10,98,Graduate,47997,Yes,No,3.91,4.44,2.59
311,Female,17,Barisal,Public,18,87,Secondary,26309,No,No,3.3,4.64,2.77
312,Male,16,Rajshahi,Public,8,86,Primary,14054,No,No,4.86,4.65,3.04
313,Female,15,Rangpur,Public,25,63,Secondary,10935,No,No,3.92,4.03,3.41
314,Male,15,Khulna,Public,12,74,Secondary,54940,Yes,No,3.36,3.91,2.64
315,Male,16,Sylhet,Public,7,94,Graduate,32778,Yes,No,3.6,4.7,2.71
316,Female,18,Khulna,Public,23,96,Higher Secondary,53298,Yes,No,3.1,4.07,2.63
317,Male,16,Chattogram,Private,18,60,Secondary,58328,Yes,Yes,3.94,4.86,4.14
318,Male,18,Dhaka,Private,24,62,Higher Secondary,58924,Yes,No,4.71,3.6,2.84
319,Male,16,Sylhet,Public,21,83,Graduate,26709,Yes,Yes,4.87,3.59,2.96
320,Female,17,Rangpur,Private,29,86,Higher Secondary,19726,No,No,4.87,4.89,4.01
321,Female,18,Rangpur,Private,12,99,Graduate,50542,Yes,No,3.25,4.47,3.13
322,Male,17,Chattogram,Private,28,95,Primary,30245,Yes,Yes,3.76,4.07,3.26
323,Female,15,Chattogram,Public,18,93,Higher Secondary,44753,No,No,3.06,4.63,2.63
324,Female,16,Mymensingh,Private,10,88,Higher Secondary,24252,Yes,Yes,4.71,4.51,2.98
325,Female,15,Sylhet,Public,27,83,Primary,31316,No,No,3.72,4.3,3.36
326,Female,15,Khulna,Private,26,83,Higher Secondary,47371,Yes,Yes,4.26,3.65,3.07
327,Male,15,Barisal,Public,20,63,Primary,29162,No,No,4.43,4.72,2.76
328,Male,15,Rangpur,Public,29,62,Secondary,25960,No,Yes,3.86,4.8,3.69
329,Female,16,Rangpur,Private,23,93,Graduate,40791,No,Yes,3.61,3.76,3.17
330,Female,15,Chattogram,Private,18,82,Primary,52230,No,No,4.92,4.78,3.58
331,Male,16,Rajshahi,Public,23,82,Higher Secondary,35216,No,No,4.93,4.82,3.68
332,Male,16,Chattogram,Private,7,64,Primary,42467,Yes,Yes,3.58,4.32,2.71
333,Female,17,Barisal,Private,14,90,Higher Secondary,56934,Yes,No,3.96,4.48,2.92
334,Male,18,Khulna,Private,23,65,Secondary,17754,No,Yes,4.95,4.07,2.87
335,Female,18,Khulna,Public,13,96,Primary,57014,No,No,3.01,3.92,2.7
336,Female,16,Rajshahi,Public,24,69,Secondary,14078,No,Yes,3.83,4.58,2.65
337,Male,17,Rangpur,Private,17,99,Graduate,22853,Yes,No,3.2,4.79,3.23
338,Male,16,Chattogram,Private,11,66,Higher Secondary,14042,No,Yes,4.02,4.48,2.44
339,Female,16,Mymensingh,Private,18,98,Higher Secondary,59052,No,No,3.05,4.27,2.8
340,Female,16,Khulna,Public,13,97,Secondary,24389,No,Yes,3.81,3.74,2.79
341,Male,17,Barisal,Public,27,80,Graduate,40425,No,Yes,3.44,3.58,3.35
342,Female,18,Sylhet,Private,29,79,Primary,12575,Yes,No,4.07,4.17,2.87
343,Male,17,Dhaka,Private,23,62,Primary,49522,No,No,4.99,3.57,2.64
344,Female,15,Dhaka,Private,19,81,Higher Secondary,38179,No,Yes,4.6,4.35,3.15
345,Male,17,Dhaka,Private,24,63,Secondary,44754,Yes,Yes,4.69,4.07,2.85
346,Male,17,Mymensingh,Private,18,87,Secondary,28624,No,Yes,4.27,4.64,3.18
347,Male,17,Rangpur,Private,28,71,Primary,30350,No,Yes,3.08,3.96,2.83
348,Female,17,Chattogram,Public,10,97,Graduate,36681,Yes,No,3.41,4.39,3.16
349,Female,18,Rajshahi,Private,25,95,Graduate,33988,Yes,Yes,4.85,4.31,4.25
350,Male,15,Mymensingh,Public,8,64,Primary,25470,Yes,Yes,3.73,3.51,2.12
351,Female,18,Mymensingh,Private,12,72,Primary,34704,No,Yes,3.21,3.61,3.26
352,Male,18,Khulna,Private,21,82,Secondary,48736,No,No,4.4,3.94,3.87
353,Male,17,Sylhet,Public,13,89,Graduate,39377,Yes,Yes,3.6,4.82,3.05
354,Female,16,Mymensingh,Public,5,96,Primary,38572,Yes,No,3.54,3.72,2
355,Female,16,Barisal,Public,28,84,Primary,17493,Yes,No,5,4.57,3.77
356,Male,18,Sylhet,Public,24,86,Higher Secondary,14103,No,No,4.72,4.96,3.81
357,Female,18,Barisal,Private,29,73,Primary,44844,No,No,3.82,4.69,2.5
358,Female,17,Rangpur,Public,18,95,Primary,12994,Yes,No,4.96,3.86,3.44
359,Male,18,Chattogram,Private,15,98,Graduate,13744,No,No,4.3,4.86,3.45
360,Male,17,Dhaka,Public,25,75,Secondary,57234,Yes,No,4.48,3.64,2.82
361,Female,16,Mymensingh,Private,7,81,Graduate,57291,No,Yes,3.06,4.2,2.72
362,Male,16,Chattogram,Private,13,80,Secondary,37332,No,Yes,3.24,4.83,3.27
363,Male,15,Rangpur,Private,18,80,Higher Secondary,15594,No,No,4.27,4.46,3.09
364,Female,16,Rajshahi,Private,13,67,Primary,50299,No,Yes,4.8,4.12,3.24
365,Male,18,Rajshahi,Private,8,75,Higher Secondary,17371,Yes,Yes,4.25,3.94,2.61
366,Male,16,Rangpur,Private,8,90,Secondary,57315,No,No,3.27,4.06,2.34
367,Female,17,Barisal,Public,12,69,Graduate,28028,No,Yes,3.23,4.26,2.61
368,Female,16,Khulna,Private,6,91,Graduate,45912,Yes,No,4.69,3.98,3.31
369,Male,15,Khulna,Public,13,93,Higher Secondary,23990,No,Yes,3.28,4.95,2.88
370,Male,16,Barisal,Public,18,68,Secondary,56851,Yes,No,4.04,4.9,2.48
371,Female,17,Rajshahi,Private,26,76,Higher Secondary,26626,Yes,No,3.07,4.81,3.23
372,Female,17,Rajshahi,Public,13,70,Higher Secondary,30469,No,Yes,3.16,4.13,2
373,Female,18,Mymensingh,Private,28,91,Primary,50722,No,Yes,4.34,4.54,3.62
374,Female,16,Rajshahi,Public,27,69,Higher Secondary,50037,Yes,No,4.38,4.85,4.15
375,Male,17,Chattogram,Private,20,81,Primary,17130,Yes,No,3.68,4.78,3.19
376,Female,15,Rajshahi,Public,21,76,Primary,16828,Yes,No,3.43,4.12,2.39
377,Female,18,Sylhet,Private,20,63,Graduate,51612,No,Yes,4.63,3.67,2.48
378,Male,15,Mymensingh,Private,16,84,Primary,56988,Yes,Yes,3.43,3.61,2.99
379,Female,16,Dhaka,Private,7,80,Primary,49099,Yes,Yes,4.08,4.37,2.96
380,Male,16,Rajshahi,Private,15,96,Graduate,56165,Yes,Yes,4.94,4.46,3.79
381,Female,16,Barisal,Public,18,97,Higher Secondary,27883,No,No,3.3,4.77,3.45
382,Female,18,Dhaka,Private,22,60,Secondary,53059,Yes,No,4.88,3.94,3.19
383,Female,17,Chattogram,Public,25,84,Secondary,28542,No,No,3.37,3.75,2.66
384,Male,18,Barisal,Public,25,95,Secondary,52932,No,No,4.13,4.07,2.95
385,Male,15,Dhaka,Public,9,76,Higher Secondary,20450,Yes,Yes,3.75,4.03,2
386,Female,18,Barisal,Private,20,83,Primary,30423,No,No,4.93,3.7,2.75
387,Male,15,Chattogram,Public,24,61,Secondary,12035,Yes,No,3.55,4.51,2.92
388,Male,18,Mymensingh,Public,9,99,Higher Secondary,54231,No,Yes,3.8,4.26,2.93
389,Male,17,Sylhet,Public,7,74,Primary,50745,No,Yes,4.97,4.58,3.5
390,Male,15,Chattogram,Private,16,91,Graduate,27241,Yes,No,4.07,4.03,3.02
391,Male,16,Chattogram,Private,5,98,Secondary,33154,Yes,Yes,4.01,3.99,2.95
392,Male,16,Barisal,Public,25,65,Primary,35625,Yes,No,3.52,4.21,3.14
393,Female,18,Mymensingh,Private,13,60,Secondary,54950,No,Yes,4.4,4.82,2.91
394,Female,16,Rangpur,Private,13,82,Secondary,43066,No,Yes,3.03,3.56,2.24
395,Male,15,Khulna,Public,8,98,Secondary,43691,Yes,No,3.1,4.71,2.3
396,Female,16,Rajshahi,Public,7,76,Primary,23331,Yes,Yes,4.2,4.05,3.2
397,Female,17,Rajshahi,Private,21,93,Higher Secondary,30690,No,No,3.68,4.78,3.32
398,Female,17,Sylhet,Public,6,88,Primary,29183,No,Yes,4.91,4.7,3.65
399,Female,18,Sylhet,Private,28,68,Secondary,49346,No,Yes,4.81,4.02,3.92
400,Male,15,Rajshahi,Private,5,72,Primary,14875,Yes,Yes,4.43,4.54,3.46
401,Female,17,Khulna,Private,12,65,Graduate,22254,No,Yes,4.64,3.74,2.89
402,Female,17,Rajshahi,Private,17,65,Higher Secondary,38621,Yes,Yes,4.33,4.84,3.58
403,Male,15,Rangpur,Private,27,79,Primary,20905,No,No,3.25,4.11,2.36
404,Male,16,Khulna,Private,19,62,Graduate,56121,No,Yes,4.53,4.18,3.28
405,Female,16,Sylhet,Public,12,76,Higher Secondary,25882,Yes,No,3.42,4.56,2.88
406,Female,18,Dhaka,Public,16,71,Graduate,29041,Yes,Yes,3.65,4.73,2.45
407,Female,16,Barisal,Private,26,60,Higher Secondary,39098,Yes,No,4.64,3.85,3.61
408,Female,15,Rangpur,Private,16,76,Primary,52431,No,Yes,4.07,4.49,2.88
409,Female,17,Rangpur,Private,18,62,Graduate,43709,No,No,4.72,4.09,3.4
410,Female,16,Mymensingh,Public,19,85,Secondary,44675,No,No,3.43,4.05,2.67
411,Male,18,Sylhet,Private,19,74,Graduate,14837,Yes,Yes,4.22,4.54,3.59
412,Female,16,Sylhet,Public,13,95,Higher Secondary,56448,No,Yes,3.17,4.08,3.16
413,Female,15,Chattogram,Private,23,91,Primary,34489,Yes,Yes,4.29,4.02,2.97
414,Male,18,Rangpur,Private,24,91,Higher Secondary,27627,Yes,No,4.53,4.75,3.13
415,Male,16,Chattogram,Public,26,63,Graduate,15696,Yes,No,4.17,3.65,2.86
416,Male,18,Chattogram,Public,12,77,Graduate,58994,No,Yes,3.53,4.51,3.16
417,Male,15,Barisal,Private,25,78,Secondary,23543,No,Yes,3.06,3.87,2.51
418,Female,17,Chattogram,Private,23,94,Primary,22615,Yes,No,3.24,3.52,2.45
419,Female,15,Khulna,Private,10,99,Primary,11466,No,No,4.24,3.75,3.15
420,Female,15,Rajshahi,Public,24,73,Graduate,40771,Yes,Yes,4.87,4.41,2.56
421,Female,15,Dhaka,Public,29,92,Primary,28350,Yes,No,3.41,4.56,3
422,Female,15,Sylhet,Public,23,73,Secondary,10375,No,Yes,4.47,3.53,2.52
423,Female,17,Khulna,Public,8,93,Higher Secondary,43030,Yes,Yes,4.73,3.55,3.12
424,Male,17,Dhaka,Public,27,63,Primary,30746,Yes,Yes,4.04,4.85,3.09
425,Female,18,Rangpur,Public,11,83,Graduate,32886,No,No,4.34,3.61,2.47
426,Male,16,Rangpur,Private,8,88,Higher Secondary,54348,Yes,No,4.63,4.84,3.33
427,Male,17,Rangpur,Private,26,78,Higher Secondary,52904,Yes,No,3.52,3.84,2.32
428,Female,17,Khulna,Public,16,65,Secondary,42651,Yes,No,3.59,4.61,2.9
429,Male,16,Khulna,Private,17,92,Graduate,17833,Yes,Yes,3,3.96,2.39
430,Female,17,Sylhet,Private,7,99,Primary,11893,Yes,No,4.93,4.79,3.49
431,Male,15,Rajshahi,Public,26,78,Graduate,40573,Yes,Yes,4.84,4.55,3.39
432,Female,15,Mymensingh,Private,16,60,Higher Secondary,41371,Yes,Yes,4.53,4.1,3.35
433,Male,16,Chattogram,Public,6,64,Graduate,50874,No,Yes,3.16,3.61,2.12
434,Female,18,Rangpur,Public,28,86,Primary,21826,No,No,3.9,4.6,3.57
435,Female,18,Barisal,Private,6,75,Primary,44420,Yes,Yes,3.2,4.43,2.75
436,Female,16,Rajshahi,Public,27,65,Secondary,31924,Yes,Yes,3.03,3.5,2.13
437,Female,16,Barisal,Public,13,99,Primary,43367,No,No,4.23,3.51,3.13
438,Female,15,Sylhet,Public,5,72,Primary,31199,No,Yes,4.92,4.71,3.47
439,Male,18,Sylhet,Public,12,94,Graduate,35868,No,No,4.81,3.89,3.37
440,Male,17,Sylhet,Public,27,78,Graduate,18792,No,No,4.39,4.45,3.3
441,Male,15,Dhaka,Public,10,71,Higher Secondary,30597,No,No,3.19,4.18,2.37
442,Female,16,Barisal,Public,10,75,Secondary,46405,Yes,Yes,3.55,4.8,3.21
443,Male,18,Rajshahi,Public,26,69,Graduate,42696,No,No,3.64,4.88,3.99
444,Female,17,Mymensingh,Private,29,84,Primary,53123,No,No,4.53,5,3.51
445,Female,17,Rajshahi,Private,22,79,Higher Secondary,25989,No,No,4.6,3.73,3.35
446,Male,15,Khulna,Private,21,90,Graduate,38931,Yes,No,3.77,4.79,3.19
447,Male,18,Khulna,Public,16,63,Secondary,19290,Yes,Yes,3.84,3.9,2.98
448,Female,18,Rangpur,Public,10,82,Secondary,48367,Yes,No,3.09,4.39,2.8
449,Male,16,Mymensingh,Private,12,61,Higher Secondary,24342,Yes,Yes,3.58,4.26,3.03
450,Female,18,Khulna,Private,23,81,Higher Secondary,34941,Yes,No,3.9,3.53,2
451,Female,18,Sylhet,Private,14,96,Higher Secondary,23945,Yes,Yes,3.23,4.9,2.87
452,Female,15,Rajshahi,Public,5,67,Higher Secondary,20762,No,No,3.91,3.62,2.12
453,Female,18,Barisal,Private,29,66,Higher Secondary,40133,Yes,Yes,4.71,4.53,3.5
454,Female,17,Sylhet,Private,17,73,Primary,57080,Yes,No,4.16,4.68,2.98
455,Male,15,Dhaka,Public,21,62,Primary,50150,No,Yes,3.16,4.69,2.6
456,Male,15,Khulna,Private,7,75,Graduate,37052,Yes,Yes,3.38,3.7,2.62
457,Female,16,Sylhet,Public,12,78,Secondary,51750,No,Yes,3.95,4.17,3.57
458,Female,18,Sylhet,Public,18,77,Primary,29953,No,No,3.72,4.74,2.14
459,Male,16,Dhaka,Public,7,75,Primary,50475,Yes,Yes,3.72,3.95,2.51
460,Male,17,Chattogram,Private,20,67,Primary,27130,No,Yes,4.06,4.2,3.12
461,Female,15,Rajshahi,Private,17,92,Graduate,41086,No,Yes,4.17,3.91,3.08
462,Male,15,Barisal,Public,24,71,Higher Secondary,14633,No,Yes,4.59,4.2,3.2
463,Female,15,Rangpur,Private,28,70,Graduate,27304,No,No,3.68,4.83,2.79
464,Male,17,Chattogram,Private,21,64,Secondary,52037,Yes,Yes,4.61,4.18,2.88
465,Female,17,Khulna,Private,17,86,Secondary,42284,No,Yes,3.68,4.33,3.26
466,Male,16,Sylhet,Private,10,71,Secondary,56546,Yes,Yes,3.11,4.11,2.83
467,Female,16,Mymensingh,Public,21,76,Secondary,17008,No,No,4.11,4.19,3.14
468,Male,16,Dhaka,Private,18,65,Primary,58291,No,Yes,4.18,3.52,2.44
469,Male,18,Dhaka,Public,21,92,Primary,37405,No,Yes,4.87,3.93,3.47
470,Female,15,Mymensingh,Public,12,64,Graduate,46386,Yes,Yes,4.45,4.15,2.9
471,Male,15,Rajshahi,Private,15,87,Higher Secondary,35373,Yes,Yes,4.84,4.45,3.68
472,Female,16,Chattogram,Public,24,73,Secondary,30827,Yes,No,4.82,4.18,3.46
473,Male,15,Rangpur,Private,5,64,Graduate,43040,No,Yes,4.21,4.01,2.5
474,Female,16,Rajshahi,Private,11,92,Primary,23007,No,Yes,4.06,4.08,3.07
475,Male,18,Mymensingh,Public,25,78,Primary,28157,No,No,4.11,3.86,2.65
476,Female,18,Sylhet,Public,25,81,Higher Secondary,42157,No,No,4.96,4.89,4.12
477,Male,17,Mymensingh,Public,21,64,Higher Secondary,45315,Yes,No,4.55,4.28,3.64
478,Female,18,Rajshahi,Public,14,61,Higher Secondary,45932,No,Yes,3.21,3.52,2
479,Male,16,Barisal,Private,15,89,Graduate,31164,Yes,No,4.56,3.53,3.17
480,Female,18,Dhaka,Private,26,98,Primary,24414,No,Yes,3.34,4.96,3.02
481,Female,17,Dhaka,Private,13,63,Primary,24327,Yes,No,3.89,3.83,3.02
482,Female,15,Khulna,Public,13,92,Higher Secondary,58344,Yes,Yes,3.42,4.71,3.35
483,Male,16,Khulna,Public,28,72,Secondary,10946,No,No,4.38,3.59,2.98
484,Female,15,Mymensingh,Public,9,79,Higher Secondary,24693,No,Yes,4.75,4.88,3.81
485,Male,17,Rangpur,Private,21,66,Graduate,37241,Yes,No,3.58,4.81,2.92
486,Female,17,Sylhet,Public,13,74,Higher Secondary,59658,No,Yes,3.16,4.36,2.42
487,Male,17,Barisal,Private,21,82,Higher Secondary,40254,No,Yes,3.6,3.51,2.48
488,Female,15,Chattogram,Public,28,73,Graduate,25540,Yes,Yes,4.34,3.89,3.13
489,Male,15,Rajshahi,Private,25,82,Higher Secondary,16719,Yes,Yes,3.66,4.11,2.9
490,Male,15,Rangpur,Private,23,78,Primary,51203,Yes,Yes,3.56,4.19,2.99
491,Female,15,Sylhet,Public,11,88,Secondary,35081,Yes,Yes,3.37,3.95,2.43
492,Male,17,Khulna,Public,27,79,Higher Secondary,21350,No,Yes,4,3.55,3.2
493,Male,17,Mymensingh,Private,13,88,Graduate,46358,Yes,Yes,3.55,4.39,3.28
494,Female,16,Rajshahi,Private,11,83,Secondary,42021,Yes,No,4.46,4.29,3
495,Male,16,Khulna,Public,17,77,Graduate,52832,Yes,Yes,3.15,3.92,2.06
496,Male,15,Mymensingh,Public,15,69,Secondary,38369,No,Yes,4.33,3.56,3.05
497,Male,18,Rajshahi,Private,18,67,Secondary,41728,Yes,No,3.48,4.99,3.46
498,Female,18,Chattogram,Public,23,85,Higher Secondary,27576,No,Yes,3.98,4.22,3.12
499,Male,17,Sylhet,Private,15,88,Primary,39001,Yes,No,3.57,4.63,2.61
500,Female,17,Rajshahi,Private,17,69,Higher Secondary,27848,Yes,Yes,4.45,4.18,3.21
501,Male,17,Barisal,Public,18,76,Graduate,10390,No,No,4.89,3.56,3.65
502,Male,16,Rangpur,Public,17,61,Graduate,31999,Yes,No,4.83,3.96,2.47
503,Male,16,Dhaka,Public,5,65,Secondary,55436,Yes,Yes,4.17,3.98,2.87
504,Female,17,Barisal,Public,12,64,Secondary,21569,No,No,3.93,4.76,2.91
505,Male,17,Barisal,Public,16,87,Primary,23029,Yes,Yes,4.64,4.48,3.14
506,Male,17,Rangpur,Private,23,64,Higher Secondary,32490,Yes,Yes,4.37,3.91,3.22
507,Female,18,Dhaka,Private,16,77,Graduate,55875,Yes,Yes,3.37,4.95,2.59
508,Male,16,Barisal,Public,12,85,Secondary,45328,Yes,Yes,4.64,3.98,3.26
509,Female,18,Rajshahi,Public,12,79,Primary,15867,No,No,3.86,5,3.67
510,Female,18,Rajshahi,Public,25,86,Graduate,25284,Yes,Yes,3.38,4.99,3.34
511,Male,17,Rajshahi,Private,17,71,Secondary,43979,No,No,3.56,3.79,2.32
512,Female,17,Dhaka,Public,16,66,Graduate,19121,Yes,No,3.54,3.97,2.01
513,Male,15,Barisal,Public,20,62,Primary,11539,No,Yes,4.04,4.23,2.52
514,Female,15,Mymensingh,Private,5,69,Primary,35488,Yes,Yes,3.47,4.5,2.01
515,Female,18,Dhaka,Private,17,93,Graduate,27027,No,Yes,3.25,4.29,3.43
516,Male,16,Rajshahi,Public,11,84,Higher Secondary,18693,Yes,Yes,3.25,4.95,2.88
517,Female,17,Rangpur,Public,9,94,Graduate,18921,No,No,4.17,4.59,2.87
518,Female,17,Barisal,Public,12,75,Secondary,20310,No,Yes,4.47,3.82,2.49
519,Female,18,Barisal,Private,29,61,Higher Secondary,55512,Yes,No,3.64,3.66,2.35
520,Female,15,Khulna,Public,18,83,Secondary,40908,No,Yes,3.07,4.53,2.72
521,Female,16,Khulna,Public,27,69,Graduate,14386,Yes,Yes,3.25,3.74,2.18
522,Male,15,Chattogram,Public,17,97,Higher Secondary,42263,Yes,Yes,4.83,4.68,4.28
523,Female,15,Mymensingh,Private,19,81,Secondary,38412,Yes,Yes,3.99,3.97,2.72
524,Male,15,Mymensingh,Private,27,85,Graduate,27303,Yes,No,3.91,3.99,2.85
525,Female,15,Sylhet,Public,21,98,Graduate,22242,Yes,No,3.08,3.52,2.71
526,Male,17,Mymensingh,Public,19,86,Higher Secondary,57025,No,Yes,4.46,4.55,3.95
527,Male,17,Khulna,Private,24,88,Graduate,18947,Yes,No,4.06,3.67,3.49
528,Female,15,Dhaka,Private,22,97,Primary,56714,Yes,No,3.4,4.66,3.02
529,Female,16,Mymensingh,Private,22,79,Secondary,15930,Yes,Yes,3.22,4.24,2.9
530,Female,18,Khulna,Private,6,86,Secondary,48170,Yes,Yes,3.77,4.68,3.05
531,Male,16,Chattogram,Private,8,79,Graduate,58785,Yes,No,4.67,4.38,3.4
532,Female,16,Barisal,Private,5,78,Graduate,10507,Yes,No,4.73,3.62,2.97
533,Male,16,Mymensingh,Private,8,79,Primary,11436,No,No,4.21,4.65,2.81
534,Male,15,Chattogram,Private,22,94,Higher Secondary,37151,No,No,4.46,3.6,2.73
535,Male,17,Barisal,Private,9,61,Graduate,21618,Yes,Yes,3.23,4.22,2.52
536,Female,16,Rangpur,Public,23,89,Graduate,18750,No,Yes,4.18,3.76,2.68
537,Female,15,Rangpur,Public,19,93,Graduate,26122,Yes,No,4.33,4.63,3.95
538,Male,16,Barisal,Public,12,81,Graduate,17354,Yes,Yes,3.4,4.87,3
539,Male,16,Mymensingh,Private,24,62,Secondary,54062,Yes,No,4.76,4.33,3.01
540,Female,15,Sylhet,Public,21,65,Graduate,40979,Yes,No,3.39,4.29,2.66
541,Male,17,Khulna,Private,5,74,Secondary,30900,Yes,Yes,3.63,4.65,2.64
542,Female,17,Dhaka,Private,16,86,Graduate,23840,No,No,4.24,3.51,2.84
543,Male,18,Dhaka,Public,23,69,Higher Secondary,47167,No,No,4.28,4.88,3.76
544,Female,15,Rajshahi,Private,19,68,Primary,15037,No,Yes,4.4,3.8,2.47
545,Male,18,Barisal,Public,13,92,Higher Secondary,38633,No,Yes,3.22,4.98,2.41
546,Female,18,Dhaka,Public,11,91,Graduate,34495,Yes,No,4.7,4.6,3.58
547,Male,18,Mymensingh,Public,6,65,Graduate,25848,No,No,4.07,4.66,2.89
548,Female,17,Sylhet,Private,13,95,Graduate,46483,Yes,Yes,3.94,4.48,3.23
549,Female,15,Barisal,Public,14,61,Higher Secondary,57645,No,No,4.96,4.21,3.38
550,Male,18,Sylhet,Private,6,88,Graduate,17837,No,No,4.48,4.36,3.1
551,Male,15,Mymensingh,Public,23,63,Higher Secondary,44069,No,Yes,3.24,3.57,2.73
552,Female,15,Dhaka,Public,15,60,Secondary,17370,No,Yes,4.51,4.44,2.83
553,Male,17,Dhaka,Public,17,78,Primary,16411,Yes,Yes,3.19,4.44,2.81
554,Female,18,Rajshahi,Private,14,85,Primary,49133,No,Yes,3.05,4.84,2.61
555,Male,18,Dhaka,Private,18,84,Higher Secondary,40499,No,Yes,3.81,4.26,2.63
556,Female,15,Barisal,Private,22,69,Secondary,40225,Yes,Yes,4.99,3.62,3.41
557,Female,16,Mymensingh,Public,23,74,Higher Secondary,58217,Yes,No,3.35,3.96,2.93
558,Female,17,Rangpur,Public,26,81,Secondary,10692,No,No,4.35,4.48,2.76
559,Female,17,Mymensingh,Private,13,80,Graduate,38926,Yes,Yes,3.35,3.86,2.18
560,Female,17,Barisal,Private,29,81,Secondary,44246,Yes,Yes,4.45,3.92,3.41
561,Female,17,Barisal,Private,11,95,Secondary,49164,Yes,No,4.01,4.73,3.64
562,Male,18,Rajshahi,Private,7,93,Secondary,18448,No,No,4.36,4.38,2.95
563,Male,18,Rajshahi,Private,24,89,Primary,53390,Yes,No,3.41,4.26,2.94
564,Male,16,Dhaka,Private,10,84,Secondary,59593,No,Yes,4.49,3.98,2.56
565,Female,17,Chattogram,Public,25,87,Graduate,20073,No,Yes,4.99,4.6,4.66
566,Female,17,Mymensingh,Private,6,60,Graduate,45414,No,No,4.33,3.93,2.89
567,Female,15,Mymensingh,Public,10,63,Graduate,15209,No,Yes,3.99,4.61,3.26
568,Female,18,Chattogram,Public,7,66,Secondary,16533,Yes,Yes,4.85,3.61,3.09
569,Male,17,Rajshahi,Private,20,68,Higher Secondary,31061,No,Yes,3.03,4.8,3.17
570,Male,16,Dhaka,Private,12,95,Higher Secondary,17211,Yes,No,4.46,4.25,3.48
571,Female,16,Chattogram,Public,6,78,Graduate,19927,No,No,4.78,4.16,3.01
572,Male,18,Dhaka,Private,21,60,Primary,21927,Yes,Yes,3.12,4.42,2.94
573,Male,16,Dhaka,Private,13,69,Higher Secondary,34594,No,Yes,3.9,4.44,2.97
574,Female,16,Dhaka,Public,16,95,Secondary,19316,Yes,Yes,3.41,3.7,3.15
575,Male,18,Khulna,Public,7,68,Higher Secondary,22177,No,Yes,4.13,4.63,2.74
576,Female,17,Barisal,Public,15,91,Graduate,20846,No,Yes,4.3,3.91,2.9
577,Male,17,Dhaka,Private,5,91,Primary,17933,Yes,No,3.61,4.86,3.26
578,Female,16,Khulna,Public,27,65,Higher Secondary,48244,No,Yes,3.92,4.73,3.71
579,Female,16,Rajshahi,Private,17,97,Higher Secondary,56621,No,Yes,3.56,4.02,2.97
580,Female,17,Chattogram,Public,19,76,Graduate,50696,No,Yes,3.74,4.71,2.89
581,Female,18,Barisal,Public,9,69,Primary,12080,Yes,No,3.32,4.03,2.43
582,Male,16,Rangpur,Public,25,86,Primary,16089,No,No,4.77,3.65,3.13
583,Female,15,Chattogram,Private,21,94,Graduate,36123,No,Yes,3.02,4.94,3.78
584,Female,18,Barisal,Private,29,80,Secondary,17797,Yes,No,4.76,4.48,3.96
585,Female,16,Rangpur,Public,27,84,Higher Secondary,18346,Yes,No,4.14,4.18,3.72
586,Male,16,Chattogram,Public,28,87,Secondary,29878,Yes,No,3.66,4.1,3.2
587,Female,15,Barisal,Public,29,74,Higher Secondary,43672,Yes,No,4.45,3.99,3.09
588,Male,15,Chattogram,Private,10,63,Higher Secondary,27653,Yes,No,4.02,4.97,3.51
589,Female,17,Chattogram,Public,25,88,Secondary,59556,No,No,4,3.7,3.61
590,Male,18,Rangpur,Private,26,68,Graduate,52742,No,Yes,3.22,3.97,2.89
591,Male,18,Chattogram,Public,15,86,Graduate,36140,No,No,3.78,4.23,2.96
592,Female,17,Chattogram,Public,22,85,Higher Secondary,11184,Yes,No,3.48,4.22,3.33
593,Male,18,Rangpur,Public,8,78,Graduate,44493,No,Yes,3.03,4.21,2.35
594,Female,18,Rajshahi,Public,7,87,Higher Secondary,54148,Yes,Yes,3.72,3.76,2.9
595,Female,18,Dhaka,Public,17,76,Graduate,34846,Yes,Yes,3.18,3.72,2.23
